SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,bedrooms,bathrooms,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,latitude,longitude,crime_index,dist_0,dist_1,dist_2,dist_3,dist_4,dist_5,dist_6,dist_7
MLS Listing,,Condo/Co-op,345 Commonwealth Ave #1,Boston,MA,2115,999000,2.0,1.0,Back Bay,1103.0,1103.0,1900.0,8,906.0,672.0,Active,January-25-2019 11:00 AM,January-25-2019 01:00 PM,http://www.redfin.com/MA/Boston/345-Commonwealth-Ave-02115/unit-1/home/9238848,MLS PIN,72441415,N,Y,42.3496211,-71.0878493,2.6307506163338044,0.6680751578073868,2.3128223526853438,3.123583356043515,0.6277761845655571,0.7667961911157045,2.0021612753752875,2.552409039899054,10.608839453547798
MLS Listing,,Condo/Co-op,56 Belmont St #3,Boston,MA,2129,2199000,4.0,3.5,Charlestown,2545.0,,2018.0,9,864.0,328.0,Active,,,http://www.redfin.com/MA/Charlestown/56-Belmont-St-02129/unit-3/home/148722982,MLS PIN,72441380,N,Y,42.3820226,-71.0649355,2.4812448795273223,2.4368252857008716,2.844321767753484,4.54793441972868,2.2455786886473383,3.2907713109451975,1.3872503783045351,5.059553732430657,12.286030270018445
MLS Listing,,Condo/Co-op,1650 Columbia Rd #2,Boston,MA,2127,949000,3.0,2.0,South Boston,1315.0,,2017.0,9,722.0,212.0,Active,,,http://www.redfin.com/MA/Boston/1650-Columbia-Rd-02127/unit-2/home/130643815,MLS PIN,72441378,N,Y,42.329737,-71.0358015,2.573750711094659,2.3579698371454545,5.242172119872686,6.059391436016881,2.4919866489822637,3.0497846572287712,2.5190610059011354,3.611094505156463,8.41596665776502
MLS Listing,,Condo/Co-op,56 Belmont St #1,Boston,MA,2129,1899000,4.0,3.5,Charlestown,2545.0,,2018.0,9,746.0,295.0,Active,,,http://www.redfin.com/MA/Charlestown/56-Belmont-St-02129/unit-1/home/148722963,MLS PIN,72441371,N,Y,42.3820226,-71.0649355,2.4812448795273223,2.4368252857008716,2.844321767753484,4.54793441972868,2.2455786886473383,3.2907713109451975,1.3872503783045351,5.059553732430657,12.286030270018445
MLS Listing,,Townhouse,476 Beacon #2,Boston,MA,2115,2795000,2.0,2.0,Back Bay,1610.0,,1910.0,9,1736.0,637.0,Active,January-27-2019 12:00 PM,January-27-2019 01:00 PM,http://www.redfin.com/MA/Boston/476-Beacon-St-02115/unit-2/home/109543764,MLS PIN,72441354,N,Y,42.351422799999995,-71.088512,2.6249732738482106,0.7369126590014163,2.200896960934398,3.0689254411429006,0.6622027016544917,0.8706615680411512,1.9752247541531045,2.6611671372632304,10.73566021735316
MLS Listing,,Single Family Residential,10 Brush Hill Ter,Boston,MA,2136,499000,3.0,1.5,Boston,1708.0,6006.0,1950.0,9,292.0,,Active,January-27-2019 02:00 PM,January-27-2019 04:00 PM,http://www.redfin.com/MA/Hyde-Park/10-Brush-Hill-Ter-02136/home/9130690,MLS PIN,72441318,N,Y,42.2449513,-71.1164661,2.3887961335482224,7.390685036388525,8.88354279793097,7.977099966338161,7.57763939822076,6.624687519009827,8.807254001372284,4.844299226113473,6.493503037949078
MLS Listing,,Condo/Co-op,49 Highland Rd #49,Brookline,MA,2445,785000,3.0,1.0,Brookline,1009.0,,1960.0,9,778.0,194.0,Active,,,http://www.redfin.com/MA/Brookline/49-Highland-Rd-02445/unit-49/home/22117390,MLS PIN,72441309,N,Y,42.3253284,-71.1177691,2.6166300779256133,2.668611573696489,3.335575245215709,2.737925997331038,2.768685981924122,1.5638891295039525,4.218497855292101,1.0580362186712304,9.985120754438315
MLS Listing,,Condo/Co-op,27 Washburn St #5,Boston,MA,2125,759000,2.0,2.0,Dorchester,1365.0,,2016.0,9,556.0,226.0,Active,,,http://www.redfin.com/MA/Boston/27-Washburn-St-02125/unit-5/home/137451221,MLS PIN,72441294,N,Y,42.32582360000001,-71.0579183,2.6486618242217688,1.7378530518593165,4.559170759882293,5.113572713179632,1.9282096041494752,2.0689170714901404,2.625881195236248,2.4499292610241232,8.491611658280744
MLS Listing,,Condo/Co-op,85 Willow Ct #201,Boston,MA,2125,929000,3.0,2.0,Dorchester,1385.0,,2018.0,9,671.0,1.0,Active,January-24-2019 05:30 PM,January-24-2019 07:30 PM,http://www.redfin.com/MA/Dorchester/85-Willow-Ct-02125/unit-201/home/148722285,MLS PIN,72441271,N,Y,42.324844899999995,-71.0641578,2.6613487889561416,1.6633444056171307,4.396485671271444,4.859780045445237,1.8640143823614217,1.8266782712282927,2.7375185529119093,2.1259031370454484,8.549597838144216
MLS Listing,,Condo/Co-op,56 Commonwealth Ave #44,Boston,MA,2116,549000,0.0,1.0,Back Bay,370.0,370.0,1850.0,9,1484.0,231.0,Active,January-27-2019 12:00 PM,January-27-2019 01:00 PM,http://www.redfin.com/MA/Boston/56-Commonwealth-Ave-02116/unit-44/home/9264316,MLS PIN,72441267,N,Y,42.352468200000004,-71.0742288,2.6219890630798446,0.3435984536099036,2.7332713647531155,3.785097445620563,0.15560902955459485,1.349257372421094,1.3081668105150355,3.0153816518644776,10.508663766064256
MLS Listing,,Townhouse,11 Webster St #1,Boston,MA,2136,459000,3.0,2.5,Hyde Park,1665.0,,2005.0,9,276.0,300.0,Active,January-26-2019 12:00 PM,January-26-2019 02:00 PM,http://www.redfin.com/MA/Boston/11-Webster-St-02136/unit-1/home/11739725,MLS PIN,72441265,N,Y,42.2581265,-71.1206887,2.4535142166643613,6.598089282984537,7.97324211018748,7.04283981358468,6.778819739761748,5.779009452644858,8.057261674234173,3.9888743463829823,7.065097826014498
MLS Listing,,Condo/Co-op,580 Washington St #910,Boston,MA,2111,1575000,2.0,2.0,Midtown,1308.0,1308.0,2013.0,9,1204.0,1482.0,Active,,,http://www.redfin.com/MA/Boston/580-Washington-St-02111/unit-910/home/85680602,MLS PIN,72441250,N,Y,42.3533804,-71.0619769,2.604349667056523,0.7841264361686666,3.252854928809223,4.404203430327788,0.7278031689250769,1.895900942519802,0.8314694853946425,3.4181706207295717,10.352724406958767
MLS Listing,,Condo/Co-op,9 W Broadway #406,Boston,MA,2127,949500,2.0,2.0,South Boston,1136.0,1136.0,1906.0,9,836.0,714.0,Active,January-27-2019 12:00 PM,January-27-2019 02:00 PM,http://www.redfin.com/MA/Boston/9-W-Broadway-02127/unit-406/home/9318644,MLS PIN,72441231,N,Y,42.342340500000006,-71.0578677,2.6254995830406855,0.9527210346655541,3.8176306914121194,4.730406775706712,1.0691814395708095,1.8555635458770166,1.4923444144600657,3.0171452811132684,9.563335886589279
MLS Listing,,Condo/Co-op,85 Willow Ct #204,Boston,MA,2125,899000,3.0,2.0,Boston,1523.0,,2018.0,9,590.0,1.0,Active,January-24-2019 05:30 PM,January-24-2019 07:30 PM,http://www.redfin.com/MA/Dorchester/85-Willow-Ct-02125/unit-204/home/148721753,MLS PIN,72441180,N,Y,42.324844899999995,-71.0641578,2.6613487889561416,1.6633444056171307,4.396485671271444,4.859780045445237,1.8640143823614217,1.8266782712282927,2.7375185529119093,2.1259031370454484,8.549597838144216
MLS Listing,,Condo/Co-op,85 Willow Ct #202,Boston,MA,2125,829000,2.0,2.0,South Boston,1217.0,,2018.0,9,681.0,1.0,Active,January-24-2019 05:30 PM,January-24-2019 07:30 PM,http://www.redfin.com/MA/Dorchester/85-Willow-Ct-02125/unit-202/home/148721712,MLS PIN,72441171,N,Y,42.324844899999995,-71.0641578,2.6613487889561416,1.6633444056171307,4.396485671271444,4.859780045445237,1.8640143823614217,1.8266782712282927,2.7375185529119093,2.1259031370454484,8.549597838144216
MLS Listing,,Condo/Co-op,48 Cook St #2,Boston,MA,2129,839000,2.0,2.0,Charlestown,1293.0,,1981.0,9,649.0,160.0,Active,January-26-2019 01:30 PM,January-26-2019 03:00 PM,http://www.redfin.com/MA/Charlestown/48-Cook-St-02129/unit-2/home/148721597,MLS PIN,72441143,N,Y,42.381322,-71.0636801,2.4834076818309025,2.4044280786982832,2.898033385800721,4.590851442540009,2.2156048055171844,3.2775097242110016,1.3171442363496395,5.040485291588078,12.22182318148773
MLS Listing,,Single Family Residential,8 Moloney St,Boston,MA,2132,452900,2.0,1.5,Boston,1578.0,5500.0,1920.0,9,287.0,,Active,,,http://www.redfin.com/MA/West-Roxbury/8-Moloney-St-02132/home/9216942,MLS PIN,72441142,N,Y,42.275148,-71.169706,2.252425680846402,6.960375230439344,7.270867000202103,5.839217027158388,7.088707888643905,5.898076106682067,8.526904673105596,4.354605194241914,9.837476814918741
MLS Listing,,Condo/Co-op,48 Cook St #1,Boston,MA,2129,969000,3.0,2.0,Charlestown,1608.0,,1981.0,9,603.0,180.0,Active,January-26-2019 01:30 PM,January-26-2019 03:00 PM,http://www.redfin.com/MA/Charlestown/48-Cook-St-02129/unit-1/home/148721573,MLS PIN,72441139,N,Y,42.381322,-71.0636801,2.4834076818309025,2.4044280786982832,2.898033385800721,4.590851442540009,2.2156048055171844,3.2775097242110016,1.3171442363496395,5.040485291588078,12.22182318148773
MLS Listing,,Condo/Co-op,99 Sumner St #404,Boston,MA,2128,1119000,2.0,2.0,East Boston,1137.0,,2020.0,9,984.0,1039.0,Active,,,http://www.redfin.com/MA/Boston/99-Sumner-St-02128/unit-404/home/148721112,MLS PIN,72441048,N,Y,42.3699466,-71.0422541,2.4875366499112648,2.2851330825300504,3.9541941252459045,5.4616325184732855,2.1743467456231014,3.379075809924351,0.7251455263659772,4.94181980654608,11.19784873934956
MLS Listing,,Townhouse,893 E second Unit 7a,Boston,MA,2127,1850000,3.0,3.5,South Boston's City Point,2603.0,,2016.0,9,711.0,250.0,Active,January-26-2019 11:00 AM,January-26-2019 01:00 PM,http://www.redfin.com/MA/Boston/893-E-2nd-St-02127/unit-7a/home/148721071,MLS PIN,72441036,N,Y,42.337234,-71.027511,2.525760523194057,2.5387186421991697,5.33111232434255,6.324249833887965,2.628348552870494,3.4028905131548535,2.2675783863991374,4.184684166701377,8.839002390166447
MLS Listing,,Multi-Family (5+ Unit),24-28 Mt. Pleasant,Somerville,MA,2145,1899900,16.0,14.5,Somerville,8958.0,9525.0,,9,212.0,,Active,,,http://www.redfin.com/MA/Somerville/24-Mt-Pleasant-St-02145/home/66764243,MLS PIN,72441023,N,Y,42.38512120000001,-71.0783465,2.4735413777683917,2.5997088295854334,2.2431277219641137,4.010550490374489,2.3955702446216938,3.250753425457849,1.9420709327207473,5.041757962030283,12.696381386409128
MLS Listing,,Multi-Family (2-4 Unit),649 E 7th St,Boston,MA,2127,1295000,5.0,3.0,South Boston,1906.0,962.0,1890.0,9,679.0,,Active,,,http://www.redfin.com/MA/Boston/649-E-7th-St-02127/home/9192620,MLS PIN,72441001,N,Y,42.332172,-71.034379,2.565041483389015,2.339606254149678,5.207460440157349,6.076514070438125,2.4616066025090224,3.089062360211524,2.3924254909737903,3.7324400392537425,8.563695491480072
MLS Listing,,Townhouse,122A W Seventh St #18,Boston,MA,2127,959500,2.0,1.5,South Boston,1598.0,,1998.0,9,600.0,344.0,Active,January-27-2019 12:00 PM,January-27-2019 02:00 PM,http://www.redfin.com/MA/Boston/122A-W-7th-St-02127/unit-18/home/148720978,MLS PIN,72441010,N,Y,42.3357662,-71.05259609999999,2.6247430333110415,1.4100959342610362,4.302753771261904,5.112112957283886,1.5564901911659441,2.130200162123385,1.93145607673098,2.981541925450337,9.047842145051224
MLS Listing,,Condo/Co-op,65 E India Row Unit 10B,Boston,MA,2110,1199999,2.0,2.5,Waterfront,1650.0,,1970.0,9,727.0,1344.0,Active,,,http://www.redfin.com/MA/Boston/65-E-India-Row-02110/unit-10B/home/9260729,MLS PIN,72440991,N,Y,42.3576699,-71.05048590000001,2.563630257299044,1.441708724650343,3.6933391346592135,4.980009982443799,1.3803327875247662,2.5534367734799255,0.44965372687825234,4.024260777043797,10.468705290039667
MLS Listing,,Multi-Family (2-4 Unit),16 Sachem St,Boston,MA,2120,1299000,5.0,2.0,Mission Hill,2392.0,3990.0,1925.0,9,543.0,,Active,,,http://www.redfin.com/MA/Boston/16-Sachem-St-02120/home/148720909,MLS PIN,72440985,N,Y,42.3308318,-71.1051857,2.645468754759042,1.9237951666432298,3.0424602998407377,2.883175840483581,2.0313365964129995,0.8298749596784104,3.480242334184459,1.1355214032536982,9.917671896649967
MLS Listing,,Condo/Co-op,166 Commercial St Unit 3 F,Boston,MA,2109,795000,2.0,1.0,North End,1080.0,,1900.0,9,736.0,536.0,Active,January-27-2019 11:30 AM,January-27-2019 12:30 PM,http://www.redfin.com/MA/Boston/166-Commercial-St-02109/unit-3-F/home/148720836,MLS PIN,72440954,N,Y,42.362577200000004,-71.0521045,2.5497135982923655,1.5700537490055577,3.525705898198747,4.90629930015956,1.4662622421585925,2.6691677801240634,0.11376866146326615,4.229553194274056,10.817348201958481
MLS Listing,,Multi-Family (2-4 Unit),325-327 Savin Hill Ave,Boston,MA,2125,1050000,5.0,3.0,Dorchester's Savin Hill,2997.0,5491.0,1905.0,9,350.0,,Active,January-26-2019 12:00 PM,January-26-2019 01:30 PM,http://www.redfin.com/MA/Boston/325-Savin-Hill-Ave-02125/home/9091767,MLS PIN,72440938,N,Y,42.3127157,-71.0489402,2.625274644550009,2.7515744467024126,5.539144491089175,5.954248447749342,2.942984027400785,2.9510268630059944,3.530001963264263,2.783354764200462,7.482753921854645
MLS Listing,,Multi-Family (2-4 Unit),2 Fernboro St,Boston,MA,2121,1100000,8.0,3.0,Roxbury,3036.0,2426.0,1890.0,9,362.0,,Active,,,http://www.redfin.com/MA/Boston/2-Fernboro-St-02121/home/9065035,MLS PIN,72440933,N,Y,42.3114784,-71.07686700000001,2.674879652691235,2.49018044561743,4.81055150564577,4.854531379373459,2.6921355942246383,2.1190026852713824,3.7973969710870685,1.3656217493102707,8.016829953646631
MLS Listing,,Condo/Co-op,91 Trenton St Unit 1F,Boston,MA,2128,565000,2.0,2.0,East Boston,1000.0,2500.0,1879.0,9,565.0,258.0,Active,,,http://www.redfin.com/MA/Boston/91-Trenton-St-02128/unit-1F/home/148720605,MLS PIN,72440931,N,Y,42.378873999999996,-71.035853,2.4183358020081496,2.9524644059325027,4.288514942212198,5.90364509364205,2.826804577195131,4.028665311257644,1.387153273830431,5.628015288884855,11.74408843288485
MLS Listing,,Condo/Co-op,100 Fulton Unit 1N,Boston,MA,2109,1390000,2.0,2.5,Waterfront,1988.0,,1990.0,10,699.0,1259.0,Active,January-27-2019 11:30 AM,January-27-2019 01:00 PM,http://www.redfin.com/MA/Boston/100-Fulton-St-02109/unit-1N/home/9231171,MLS PIN,72440929,N,Y,42.362617,-71.053035,2.551990684667272,1.536507044050146,3.47862263349882,4.858931490134111,1.4289854922829708,2.632800594216618,0.08416539714361956,4.202403096046753,10.83223214862658
MLS Listing,,Condo/Co-op,25-29 Isabella St #3,Boston,MA,2116,3550000,3.0,2.5,Bay Village,2576.0,,2018.0,10,1378.0,1064.0,Active,January-27-2019 12:00 PM,January-27-2019 01:00 PM,http://www.redfin.com/MA/Boston/25-Isabella-St-02116/unit-3/home/148720210,MLS PIN,72440913,N,Y,42.348945,-71.07029,2.6291014376809265,0.26523332497029734,3.0352991550466264,4.017102620800116,0.2935512635523709,1.374698931215131,1.328644811555833,2.918067091814979,10.208572892774542
MLS Listing,,Multi-Family (2-4 Unit),3 Bluefield Ter,Boston,MA,2126,649000,4.0,2.5,Mattapan,1666.0,7552.0,1950.0,10,390.0,,Active,January-27-2019 01:00 PM,January-27-2019 02:30 PM,http://www.redfin.com/MA/Mattapan/3-Bluefield-Ter-02126/home/9155392,MLS PIN,72440911,N,Y,42.2732527,-71.0863377,2.587162509123498,5.159113163301532,7.132295107010904,6.652156278856418,5.357884413323904,4.585937538133705,6.465544917468469,2.9718804799809537,6.228452333110973
MLS Listing,,Townhouse,133 Marlborough St Unit 2/2A,Boston,MA,2116,1595000,2.0,2.0,Back Bay,1152.0,,1880.0,10,1385.0,383.0,Active,,,http://www.redfin.com/MA/Boston/133-Marlborough-St-02116/unit-2-2A/home/148720182,MLS PIN,72440904,N,Y,42.3531637,-71.0781433,2.621599342922641,0.4185593159602273,2.5391387128415603,3.580878303184884,0.2256657110659287,1.2431889493034298,1.4493423948655288,2.9650704984113054,10.62879066774875
MLS Listing,,Condo/Co-op,49 Leyden St #6,Boston,MA,2128,589900,2.0,2.0,East Boston,1246.0,,2018.0,10,473.0,250.0,Active,,,http://www.redfin.com/MA/Boston/49-Leyden-St-02128/unit-6/home/148720150,MLS PIN,72440893,N,Y,42.389981,-71.0105775,2.2198684128483617,4.415072166385897,5.679416647186239,7.356461640945411,4.304172111723421,5.508994425072489,2.854349365143445,7.048366708388477,12.368620758785587
MLS Listing,,Condo/Co-op,81 Beacon St #3,Boston,MA,2108,4890000,4.0,4.0,Beacon Hill,3300.0,,1926.0,10,1482.0,4760.0,Active,,,http://www.redfin.com/MA/Boston/81-Beacon-St-02108/unit-3/home/148719467,MLS PIN,72440841,N,Y,42.356015899999996,-71.07106379999999,2.607923552900264,0.6210373025143414,2.7548816473346247,3.929332273733772,0.4487123200858984,1.6348727533661827,1.037160610818723,3.3083596702647924,10.678873253492606
MLS Listing,,Condo/Co-op,62 Beacon #1,Boston,MA,2108,3850000,2.0,2.5,Beacon Hill,2750.0,,1900.0,10,1400.0,5000.0,Active,,,http://www.redfin.com/MA/Boston/62-Beacon-St-02108/unit-1/home/143822384,MLS PIN,72440839,N,Y,42.35663220000001,-71.0688637,2.603543805114093,0.7047261666161794,2.8384879017363596,4.040524219646576,0.5488024972820835,1.7458216526567543,0.9189317107764691,3.4021948473454953,10.680094207025965
MLS Listing,,Condo/Co-op,254-256 Medford St #3,Boston,MA,2129,385000,1.0,1.0,Charlestown,488.0,,1899.0,10,789.0,180.0,Active,,,http://www.redfin.com/MA/Boston/254-Medford-St-02129/unit-3/home/9318652,MLS PIN,72440795,N,Y,42.38051970000001,-71.0613199,2.4840639438823935,2.383690571996418,3.0076410898123758,4.685783915899685,2.1996969454661013,3.2883873452253125,1.2224955458341658,5.040069015728475,12.135889449927076
MLS Listing,,Single Family Residential,19 Winton St,Boston,MA,2131,475000,3.0,2.0,Roslindale,1100.0,5880.0,1964.0,10,432.0,,Active,,,http://www.redfin.com/MA/Roslindale/19-Winton-St-02131/home/9180981,MLS PIN,72440719,N,Y,42.2752566,-71.133688,2.479006437013501,5.821723263139375,6.830188230254634,5.767794474917653,5.982798303650679,4.87769819766908,7.354670020566948,3.122981927270673,8.234019624047285
MLS Listing,,Parking,700 Harrison Ave,Boston,MA,2118,80000,,,South End,,128.0,,10,,55.0,Active,,,http://www.redfin.com/MA/Boston/700-Harrison-Ave-02118/home/21717437,MLS PIN,72440672,N,Y,42.338404100000005,-71.070437,2.6535070872898974,0.6739597463471634,3.4908380606101326,4.1875446435871435,0.8745340625310076,1.2034839219716396,1.9476423755708756,2.356815852314163,9.536709465036378
MLS Listing,,Multi-Family (2-4 Unit),97 Mount Ida Rd,Boston,MA,2122,500000,6.0,3.0,Dorchester,3381.0,3511.0,1905.0,10,148.0,,Active,,,http://www.redfin.com/MA/Dorchester/97-Mt-Ida-Rd-02122/home/9080907,MLS PIN,72440637,N,Y,42.303689,-71.0634498,2.651960099285862,3.0845322638930788,5.613031002132487,5.725757285126686,3.2888572140695542,2.9201146803080116,4.174746637215923,2.1686713212393944,7.2140311597612286
MLS Listing,,Multi-Family (5+ Unit),74-76 Rockland St,Boston,MA,2119,1500000,13.0,6.0,Roxbury,6099.0,4797.0,1900.0,10,246.0,,Active,,,http://www.redfin.com/MA/Boston/74-Rockland-St-02119/home/9306156,MLS PIN,72440624,N,Y,42.322438,-71.0870244,2.6761416322404035,1.836455895164612,3.9025090049137146,3.969279036578402,2.0208515739805053,1.2263089084070298,3.322716363545825,0.9964458891170653,8.932547753074044
MLS Listing,,Condo/Co-op,85 E India Row Unit 16 H,Boston,MA,2110,759000,1.0,1.0,Waterfront,880.0,,1969.0,10,863.0,880.0,Active,,,http://www.redfin.com/MA/Boston/85-E-India-Row-02110/unit-16H/home/9261517,MLS PIN,72440584,N,Y,42.3581217,-71.0498232,2.560141676832428,1.4865421136910364,3.7166081608990487,5.013799874860868,1.4233054827008937,2.598335923333158,0.4350780843375967,4.070149987337632,10.490275833644478
MLS Listing,,Condo/Co-op,663 Tremont St #2,Boston,MA,2118,1950000,3.0,2.5,South End,1644.0,1644.0,1857.0,10,1186.0,491.0,Active,,,http://www.redfin.com/MA/Boston/663-Tremont-St-02118/unit-2/home/40288260,MLS PIN,72440578,N,Y,42.3420134,-71.07584109999999,2.650501243033439,0.38281800377174807,3.1188016400968106,3.8474496633657527,0.5839161870022334,0.9412103135475012,1.8802335744338117,2.3637952668276343,9.874883527131121
MLS Listing,,Condo/Co-op,166 Terrace St #404,Boston,MA,2120,479900,1.0,1.0,Mission Hill,795.0,,2011.0,10,604.0,498.0,Active,,,http://www.redfin.com/MA/Boston/166-Terrace-St-02120/unit-404/home/148717636,MLS PIN,72440573,N,Y,42.3267436,-71.098524,2.661980416461132,1.8699824286331592,3.4080543785885022,3.3258265271192244,2.0137839280999965,0.9089796983267534,3.4338496358508626,0.8823583643949259,9.494856468065496
MLS Listing,,Single Family Residential,1486 Columbia,Boston,MA,2127,1600000,3.0,2.5,South Boston,2161.0,871.0,1900.0,10,740.0,,Active,,,http://www.redfin.com/MA/Boston/1486-Columbia-Rd-02127/home/11734818,MLS PIN,72440498,N,Y,42.330657,-71.0410713,2.5940420754711138,2.0963136960784197,4.986377777767438,5.783565747820479,2.236973712294057,2.7725393816373343,2.3728465671262673,3.374388442165191,8.542945647981897
MLS Listing,,Vacant Land,28-30 Swan Ave,Boston,MA,2128,2100000,,,East Boston's Orient Heights,,10492.0,,10,,,Active,,,http://www.redfin.com/MA/Boston/28-Swan-Ave-02128/home/148716594,MLS PIN,72440468,N,Y,42.3892844,-70.99696329999999,2.1280097009153227,4.92971518155987,6.355401981230383,8.011161148382637,4.836573147571674,6.037030488133462,3.39629814391976,7.5018942013816545,12.305025745837423
MLS Listing,,Multi-Family (2-4 Unit),110 Greenbrier St,Boston,MA,2124,1049000,12.0,3.0,Boston,4482.0,4372.0,1910.0,11,234.0,,Active,,,http://www.redfin.com/MA/Boston/110-Greenbrier-St-02124/home/9071704,MLS PIN,72440417,N,Y,42.2963372,-71.0702281,2.649635851655278,3.5424465514116266,5.8989405215138735,5.8294200478654945,3.7467436379721484,3.21370076570566,4.728647004566699,2.1023228597796777,6.9461025467058235
MLS Listing,,Condo/Co-op,37 Kimball St #1,Boston,MA,2122,459000,2.0,2.0,Dorchester,883.0,,2018.0,11,520.0,265.0,Active,,,http://www.redfin.com/MA/Boston/37-Kimball-St-02122/unit-1/home/148115937,MLS PIN,72440360,N,Y,42.304584999999996,-71.05768990000001,2.6413839331329925,3.095672707011055,5.717367608863753,5.91247023100452,3.297944345241034,3.03854022297166,4.087985055386362,2.429959578653422,7.138241244784259
MLS Listing,,Single Family Residential,5 Bantry Way,Boston,MA,2127,750000,3.0,2.0,Boston,1300.0,5000.0,1826.0,11,577.0,,Active,January-26-2019 12:00 PM,January-26-2019 02:00 PM,http://www.redfin.com/MA/Boston/5-Bantry-Way-02127/home/9191688,MLS PIN,72440348,N,Y,42.3320264,-71.03165759999999,2.5529034981765406,2.4689797207728263,5.32981585969496,6.21269653441261,2.5871356848159803,3.2282298145696258,2.462200182459458,3.861230597849421,8.524895936488837
MLS Listing,,Townhouse,45 Mansfield St #45,Boston,MA,2134,995000,3.0,2.5,Boston,1920.0,,2019.0,12,518.0,200.0,Active,,,http://www.redfin.com/MA/Boston/45-Mansfield-St-02134/unit-45/home/148710149,MLS PIN,72440311,N,Y,42.358752,-71.1315892,2.485026199067695,2.9934709350805075,1.2034362071766382,0.8290666677322336,2.920670200501411,2.3447264735242586,4.002765682065861,3.3856155381438287,12.271035597979004
MLS Listing,,Parking,6-8 Whittier Pl,Boston,MA,2114,44000,,,Boston,,,,12,,180.0,Active,,,http://www.redfin.com/MA/Boston/6-Whittier-Pl-02114/home/12374971,MLS PIN,72440244,N,Y,42.3657336,-71.0669497,2.565899640672793,1.3238476761408111,2.7370868837522373,4.169665205503614,1.143502530614909,2.278686412853518,0.6929154957327255,3.9977545394724303,11.242176922414458
MLS Listing,,Vacant Land,159-165 Everett St,Boston,MA,2128,999900,,,Boston,,3418.0,,12,,,Active,,,http://www.redfin.com/MA/Boston/159-Everett-St-02128/home/9111156,MLS PIN,72440238,N,Y,42.366305,-71.03224959999999,2.4634196648430837,2.5480447328570235,4.48678657943192,5.9396577359789555,2.475547446414449,3.6598470006418395,1.1112890601453742,5.101048790236021,10.85813928680479
MLS Listing,,Multi-Family (2-4 Unit),10 Dewey St,Boston,MA,2125,845000,9.0,3.0,Roxbury,3297.0,1982.0,1905.0,12,256.0,,Active,,,http://www.redfin.com/MA/Boston/10-Dewey-St-02125/home/9064742,MLS PIN,72440205,N,Y,42.316968,-71.07747059999998,2.677105359794485,2.113116630095141,4.460905560242095,4.5873115567827005,2.3143997818929813,1.7655762612972954,3.450302842018498,1.330655200003479,8.361614509700324
MLS Listing,,Townhouse,104 Forbes St #2,Boston,MA,2130,774999,3.0,2.0,Jamaica Plain,1220.0,,1880.0,13,635.0,180.0,Active,January-26-2019 11:00 AM,January-26-2019 12:30 PM,http://www.redfin.com/MA/Jamaica-Plain/104-Forbes-St-02130/unit-2/home/148706461,MLS PIN,72440169,N,Y,42.3196314,-71.10545259999999,2.652969706222862,2.474600936180266,3.795140560283715,3.4305704403341752,2.619516494558646,1.4909411080137194,4.036691371099523,0.3757648453975148,9.291186237143474
MLS Listing,,Condo/Co-op,110 Stuart St Unit 16B,Boston,MA,2116,2265000,2.0,2.5,Theatre District,1794.0,,2009.0,13,1263.0,1940.0,Active,January-27-2019 11:00 AM,January-27-2019 01:00 PM,http://www.redfin.com/MA/Boston/110-Stuart-St-02116/unit-16B/home/39913514,MLS PIN,72440151,N,Y,42.3509572,-71.0654038,2.6172888483450887,0.5501913626092199,3.1745113843789867,4.245702488010451,0.5252042279025985,1.6608175146076147,1.0668683761001103,3.178436305558021,10.251616566032574
MLS Listing,,Multi-Family (2-4 Unit),22 Pompeii St,Boston,MA,2119,566000,6.0,3.0,Roxbury,2400.0,1896.0,1910.0,13,236.0,,Active,,,http://www.redfin.com/MA/Boston/22-Pompeii-St-02119/home/11837305,MLS PIN,72440150,N,Y,42.329510799999994,-71.07049509999999,2.6661908042503946,1.2661543906754205,3.941384084135983,4.423292774448017,1.4705815069328028,1.3811207524978246,2.514355740635977,1.9727070041601678,8.975231448093446
MLS Listing,,Single Family Residential,789 E FOURTH St,Boston,MA,2127,2200000,4.0,3.5,South Boston,2500.0,1637.0,1910.0,13,880.0,,Active,,,http://www.redfin.com/MA/Boston/789-E-4th-St-02127/home/9197610,MLS PIN,72440149,N,Y,42.3346374,-71.0320522,2.5514592548244472,2.377575216352227,5.217502971759729,6.143167886869677,2.4851669783244517,3.184377168024674,2.293641766256435,3.902647351533329,8.705525019493237
MLS Listing,,Multi-Family (2-4 Unit),31 Worcester St,Boston,MA,2118,2850000,5.0,4.5,South End,4000.0,2310.0,1865.0,13,713.0,,Active,,,http://www.redfin.com/MA/Boston/31-Worcester-St-02118/home/9290007,MLS PIN,72439941,N,Y,42.3384646,-71.076567,2.657974872860379,0.6303605122861056,3.269929102197857,3.890688678725006,0.8301254954286925,0.8900288757641408,2.10133794091706,2.1476863969012654,9.666507674540112
