SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,115 Florida St #2,Boston,MA,02124,649900,2,2.0,Dorchester's Ashmont,1294,,2015,8,502,175,Active,,,http://www.redfin.com/MA/Boston/115-Florida-St-02124/unit-2/home/113232298,MLS PIN,72451731,N,Y,42.2880278,-71.0587882
MLS Listing,,Condo/Co-op,537 E First #6,Boston,MA,02127,1150000,2,2.0,South Boston,1398,,2013,8,823,402,Active,February-24-2019 12:00 PM,February-24-2019 01:30 PM,http://www.redfin.com/MA/Boston/537-E-1st-St-02127/unit-6/home/40623757,MLS PIN,72451699,N,Y,42.3377462,-71.0383283
MLS Listing,,Condo/Co-op,1 Franklin St #2007,Boston,MA,02110,2049000,2,2.5,Midtown,1366,,2016,9,1500,1358,Active,,,http://www.redfin.com/MA/Boston/1-Franklin-St-02110/unit-2007/home/145254483,MLS PIN,72451654,N,Y,42.3563166,-71.0595573
MLS Listing,,Multi-Family (2-4 Unit),69 I St,Boston,MA,02127,1199000,6,3.0,South Boston,2622,1008,1890,10,457,,Active,,,http://www.redfin.com/MA/Boston/69-I-St-02127/home/9198597,MLS PIN,72451566,N,Y,42.3359405,-71.0400499
MLS Listing,,Single Family Residential,74 SARGENT BEECHWOOD,Brookline,MA,02445,4900000,5,5.0,Brookline,5710,25025,2019,10,858,,Active,,,http://www.redfin.com/MA/Brookline/74-Sargent-Beechwood-02445/home/11492598,MLS PIN,72451556,N,Y,42.3237015,-71.124172
MLS Listing,,Condo/Co-op,8 Whittier Pl Unit 9A,Boston,MA,02114,575000,1,1.0,West End,935,935,1964,11,615,741,Active,,,http://www.redfin.com/MA/Boston/8-Whittier-Pl-02114/unit-9A/home/9228758,MLS PIN,72451408,N,Y,42.3654839,-71.06728
MLS Listing,,Single Family Residential,102 Edgemere Rd,Boston,MA,02132,539900,4,1.5,West Roxbury,1710,4200,1960,11,316,,Active,,,http://www.redfin.com/MA/West-Roxbury/102-Edgemere-Rd-02132/home/9221787,MLS PIN,72451369,N,Y,42.2592841,-71.1517446
MLS Listing,,Multi-Family (2-4 Unit),70 W Eagle S,Boston,MA,02128,1100000,6,3.0,East Boston,2883,2176,1910,11,382,,Active,,,http://www.redfin.com/MA/Boston/70-W-Eagle-St-02128/home/11733321,MLS PIN,72451367,N,Y,42.381551,-71.036872
MLS Listing,,Multi-Family (2-4 Unit),72 W Eagle S,Boston,MA,02128,1025000,6,3.0,East Boston,2946,2112,1910,11,348,,Active,,,http://www.redfin.com/MA/Boston/72-W-Eagle-St-02128/home/9113076,MLS PIN,72451365,N,Y,42.3814858,-71.0367301
MLS Listing,,Condo/Co-op,863 Massachusetts Ave #15,Cambridge,MA,02139,399000,1,1.0,Mid Cambridge,395,,1920,11,1010,305,Active,,,http://www.redfin.com/MA/Cambridge/863-Massachusetts-Ave-02139/unit-15/home/11566155,MLS PIN,72451321,N,Y,42.3677362,-71.1072324
MLS Listing,,Condo/Co-op,28 Atlantic Ave #320,Boston,MA,02110,795000,1,1.0,Waterfront,825,,,11,964,607,Active,,,http://www.redfin.com/MA/Boston/28-Atlantic-Ave-02110/unit-320/home/146767025,MLS PIN,72451280,N,Y,42.363346,-71.050599
MLS Listing,,Condo/Co-op,21 Beacon St Unit 2T,Boston,MA,02108,649900,1,1.0,Beacon Hill,591,591,1899,11,1100,633,Active,,,http://www.redfin.com/MA/Boston/21-Beacon-St-02108/unit-2T/home/9276703,MLS PIN,72451258,N,Y,42.358197,-71.062431
MLS Listing,,Condo/Co-op,54 East St #2,Boston,MA,02122,509000,2,2.0,Dorchester's Meeting House Hill,988,4727,1900,11,515,260,Active,,,http://www.redfin.com/MA/Boston/54-East-St-02122/unit-2/home/147046164,MLS PIN,72451194,N,Y,42.307303,-71.061019
MLS Listing,,Condo/Co-op,145 Stoughton St #1,Boston,MA,02125,629000,2,2.0,Dorchester,1064,,1900,11,591,350,Active,,,http://www.redfin.com/MA/Dorchester/145-Stoughton-St-02125/unit-1/home/160423990,MLS PIN,72451187,N,Y,42.3147142,-71.0605713
MLS Listing,,Condo/Co-op,26 Elder St #2,Boston,MA,02125,479000,3,1.0,Dorchester,790,,1905,11,606,180,Active,,,http://www.redfin.com/MA/Boston/26-Elder-St-02125/unit-2/home/21718908,MLS PIN,72451177,N,Y,42.3203192,-71.0639185
MLS Listing,,Condo/Co-op,9 Milford St #1,Boston,MA,02118,2445950,3,2.5,South End,2040,,1900,11,1199,409,Active,,,http://www.redfin.com/MA/Boston/9-Milford-St-02118/unit-1/home/101699894,MLS PIN,72451049,N,Y,42.3438328,-71.0687906
MLS Listing,,Condo/Co-op,160 W Broadway Unit P10,Boston,MA,02127,119999,0,,South Boston,240,240,2016,11,500,,Active,,,http://www.redfin.com/MA/Boston/160-W-Broadway-02127/unit-P10/home/160419590,MLS PIN,72451005,N,Y,42.3405791,-71.0535575
MLS Listing,,Condo/Co-op,280 Beacon St #41,Boston,MA,02116,1799000,3,3.0,Back Bay,1530,,1930,12,1176,1202,Active,,,http://www.redfin.com/MA/Boston/280-Beacon-St-02116/unit-41/home/9248312,MLS PIN,72450944,N,Y,42.3533964,-71.0812001
MLS Listing,,Townhouse,1531-1533 River St #2,Boston,MA,02136,499000,3,2.0,Hyde Park,1404,,1910,12,355,,Active,,,http://www.redfin.com/MA/Boston/1531-River-St-02136/unit-2/home/146983112,MLS PIN,72450915,N,Y,42.2496671,-71.1311893
MLS Listing,,Condo/Co-op,27 Suffolk #1,Chelsea,MA,02150,499000,2,1.0,Chelsea,1100,,2019,12,454,225,Active,,,http://www.redfin.com/MA/Chelsea/27-Suffolk-St-02150/unit-1/home/160412970,MLS PIN,72450900,N,Y,42.3874271,-71.0349774
MLS Listing,,Condo/Co-op,27 Suffolk #4,Chelsea,MA,02150,599000,2,2.0,Chelsea,1225,,2019,12,489,225,Active,,,http://www.redfin.com/MA/Chelsea/27-Suffolk-St-02150/unit-4/home/160412896,MLS PIN,72450898,N,Y,42.3874271,-71.0349774
MLS Listing,,Condo/Co-op,351 Centre St #3,Boston,MA,02122,499000,2,1.0,Dorchester,1020,,1905,12,489,250,Active,,,http://www.redfin.com/MA/Dorchester/351-Centre-St-02122/unit-3/home/160412322,MLS PIN,72450887,N,Y,42.2944136,-71.0585285
MLS Listing,,Condo/Co-op,26 Elder St #1,Boston,MA,02125,469000,3,1.0,Dorchester,790,,1905,12,594,180,Active,,,http://www.redfin.com/MA/Boston/26-Elder-St-02125/unit-1/home/11838235,MLS PIN,72450886,N,Y,42.3203192,-71.0639185
MLS Listing,,Condo/Co-op,65 E India Row Unit 25D,Boston,MA,02110,739900,1,1.0,Waterfront,748,,1970,12,989,798,Active,,,http://www.redfin.com/MA/Boston/65-E-India-Row-02110/unit-25D/home/9260971,MLS PIN,72450878,N,Y,42.3576699,-71.0504859
MLS Listing,,Condo/Co-op,111 Fuller St #1,Boston,MA,02124,429000,3,1.0,Dorchester's Ashmont,965,3150,1910,12,445,175,Active,,,http://www.redfin.com/MA/Boston/111-Fuller-St-02124/unit-1/home/18995343,MLS PIN,72450847,N,Y,42.2822868,-71.0709677
MLS Listing,,Townhouse,329 Commonwealth Ave #2,Boston,MA,02115,2199000,3,2.0,Back Bay,1534,,1870,12,1434,627,Active,,,http://www.redfin.com/MA/Boston/329-Commonwealth-Ave-02115/unit-2/home/9243384,MLS PIN,72450765,N,Y,42.3498886,-71.0873189
MLS Listing,,Condo/Co-op,133 Seaport Blvd #921,Boston,MA,02210,776300,0,1.0,Seaport District,525,,2019,12,1479,505,Active,,,http://www.redfin.com/MA/Boston/133-Seaport-Blvd-02210/unit-921/home/160411048,MLS PIN,72450739,N,Y,42.3506288,-71.0433311
MLS Listing,,Multi-Family (2-4 Unit),166 Harvard St,Boston,MA,02124,650000,6,3.0,Boston,3649,8518,1921,12,178,,Active,,,http://www.redfin.com/MA/Boston/166-Harvard-St-02124/home/9090944,MLS PIN,72450731,N,Y,42.296173,-71.0821131
MLS Listing,,Condo/Co-op,21 Wormwood #204,Boston,MA,02210,1049000,1,1.0,Fort Point,1114,1114,1900,12,942,315,Active,,,http://www.redfin.com/MA/Boston/21-Wormwood-St-02210/unit-204/home/9303975,MLS PIN,72450695,N,Y,42.3469839,-71.0502336
MLS Listing,,Condo/Co-op,36 Dwight,Boston,MA,02118,3450000,3,3.5,South End,2614,,1869,12,1320,391,Active,,,http://www.redfin.com/MA/Boston/36-Dwight-St-02118/unit-1/home/147526448,MLS PIN,72450693,N,Y,42.3442812,-71.069178
MLS Listing,,Condo/Co-op,300 Pier 4 Blvd Unit 7D,Boston,MA,02210,5360000,3,2.5,Seaport District,2132,2178,2019,12,2514,3636,Active,,,http://www.redfin.com/MA/Boston/300-Four-Blvd-02210/unit-7D/home/160410539,MLS PIN,72450670,N,Y,42.3521689,-71.0431394
MLS Listing,,Multi-Family (2-4 Unit),68 Pierce St,Boston,MA,02136,799999,6,2.0,Hyde Park,2466,6700,1900,12,324,,Active,,,http://www.redfin.com/MA/Hyde-Park/68-Pierce-St-02136/home/9127557,MLS PIN,72450640,N,Y,42.256869,-71.1178588
MLS Listing,,Condo/Co-op,124 Beacon St Unit PHR,Boston,MA,02116,1990000,3,3.5,Back Bay,1583,1583,1899,12,1257,882,Active,,,http://www.redfin.com/MA/Boston/124-Beacon-St-02116/unit-PHR/home/113244442,MLS PIN,72450619,N,Y,42.355234,-71.074448
MLS Listing,,Single Family Residential,160 Neponset Ave,Boston,MA,02122,499000,2,1.5,Dorchester's Neponset,1204,4844,1880,12,414,,Active,,,http://www.redfin.com/MA/Dorchester/160-Neponset-Ave-02122/home/9092031,MLS PIN,72450613,N,Y,42.2933569,-71.0508214
MLS Listing,,Condo/Co-op,1 Charles St S Unit 4H,Boston,MA,02116,1799000,2,2.0,Back Bay,1571,1571,2004,12,1145,1868,Active,,,http://www.redfin.com/MA/Boston/1-Charles-St-S-02116/unit-4H/home/9325692,MLS PIN,72450571,N,Y,42.3511397,-71.0671978
MLS Listing,,Multi-Family (2-4 Unit),42-44 Shirley St,Boston,MA,02119,799000,8,3.0,Roxbury,2916,9000,1890,12,274,,Active,,,http://www.redfin.com/MA/Boston/42-Shirley-St-02119/home/9296019,MLS PIN,72450565,N,Y,42.32397,-71.071805
MLS Listing,,Condo/Co-op,111 Perkins St #254,Boston,MA,02130,320000,1,1.0,Jamaica Plain,805,,1963,12,398,883,Active,,,http://www.redfin.com/MA/Jamaica-Plain/111-Perkins-St-02130/unit-254/home/160409652,MLS PIN,72450533,N,Y,42.3222155,-71.1159742
MLS Listing,,Condo/Co-op,28 P #1,Boston,MA,02127,1100000,4,3.5,South Boston,1985,,1900,12,554,350,Active,,,http://www.redfin.com/MA/Boston/28-P-02127/unit-1/home/160409082,MLS PIN,72450485,N,Y,42.3364553,-71.0349193
MLS Listing,,Single Family Residential,77 Cedarcrest Rd,Boston,MA,02132,449000,3,1.5,West Roxbury,1343,6073,1968,12,334,,Active,,,http://www.redfin.com/MA/West-Roxbury/77-Cedarcrest-Rd-02132/home/9222147,MLS PIN,72450467,N,Y,42.2644017,-71.1470564
MLS Listing,,Townhouse,5259 Washington St #5259,Boston,MA,02132,359000,2,1.5,West Roxbury,1101,1605,1988,13,326,315,Active,,,http://www.redfin.com/MA/Boston/5259-Washington-St-02132/unit-5259/home/136819974,MLS PIN,72450370,N,Y,42.2598308,-71.1591903
MLS Listing,,Condo/Co-op,225 Dorchester St #4,Boston,MA,02127,1100000,2,2.5,South Boston,1846,,2016,13,596,445,Active,,,http://www.redfin.com/MA/Boston/225-Dorchester-St-02127/unit-4/home/105447379,MLS PIN,72450369,N,Y,42.3333731,-71.050482
MLS Listing,,Single Family Residential,24 Maxfield St,Boston,MA,02132,749000,3,2.5,West Roxbury's Bellevue Hill,2633,5500,1910,13,284,,Active,,,http://www.redfin.com/MA/West-Roxbury/24-Maxfield-St-02132/home/9211580,MLS PIN,72450367,N,Y,42.2802631,-71.1543903
MLS Listing,,Condo/Co-op,3 Prince St #3,Boston,MA,02113,710000,3,1.0,North End,785,,2016,13,904,264,Active,,,http://www.redfin.com/MA/Boston/3-Prince-St-02113/unit-3/home/145291234,MLS PIN,72450364,N,Y,42.3642309,-71.053515
MLS Listing,,Townhouse,136 quincy St Unit B,Boston,MA,02125,529500,3,2.5,Dorchester's Grove Hall,1320,3049,2019,13,401,250,Active,,,http://www.redfin.com/MA/Boston/136-Quincy-St-02125/unit-B/home/160401953,MLS PIN,72450355,N,Y,42.3138237,-71.0768978
MLS Listing,,Single Family Residential,747 Cummins Hwy,Boston,MA,02126,350000,2,2.0,Mattapan,1114,3853,1925,13,314,,Active,,,http://www.redfin.com/MA/Mattapan/747-Cummins-Hwy-02126/home/9160576,MLS PIN,72450348,N,Y,42.2702539,-71.1005898
MLS Listing,,Condo/Co-op,376 Sumner St #376,Boston,MA,02128,899000,3,1.5,East Boston's Jeffries Point,1830,940,1840,13,491,,Active,,,http://www.redfin.com/MA/Boston/376-W-Broadway-02127/unit-376/home/160408897,MLS PIN,72450345,N,Y,42.3378199,-71.0487545
MLS Listing,,Condo/Co-op,134 Fulton St #2,Boston,MA,02109,1785990,2,2.0,North End,1609,,1899,13,1110,587,Active,February-24-2019 12:30 PM,February-24-2019 02:00 PM,http://www.redfin.com/MA/Boston/134-Fulton-St-02109/unit-2/home/9304501,MLS PIN,72450339,N,Y,42.3633728,-71.0523049
MLS Listing,,Condo/Co-op,171 South St Unit 14B,Boston,MA,02130,295000,0,1.0,Jamaica Plain,450,,1960,13,656,204,Active,,,http://www.redfin.com/MA/Jamaica-Plain/171-South-St-02130/unit-14B/home/9138311,MLS PIN,72450323,N,Y,42.30373,-71.1150039
MLS Listing,,Single Family Residential,535 Lagrange St,Boston,MA,02132,599000,3,1.0,West Roxbury,1120,5100,1915,13,535,,Active,,,http://www.redfin.com/MA/West-Roxbury/535-Lagrange-St-02132/home/11836480,MLS PIN,72450268,N,Y,42.2844406,-71.1619098
MLS Listing,,Townhouse,145 Stoughton St #5,Boston,MA,02125,749000,2,1.5,Dorchester,1545,,2018,13,485,350,Active,,,http://www.redfin.com/MA/Dorchester/145-Stoughton-St-02125/unit-5/home/160397284,MLS PIN,72450166,N,Y,42.3147142,-71.0605713
MLS Listing,,Condo/Co-op,227 Princeton St #1,Boston,MA,02128,309934,2,1.0,East Boston,1045,1045,1918,13,297,278,Active,,,http://www.redfin.com/MA/Boston/227-Princeton-St-02128/unit-1/home/9314733,MLS PIN,72450137,N,Y,42.3790289,-71.0312912
MLS Listing,,Single Family Residential,376 Sumner St,Boston,MA,02128,899000,3,1.5,East Boston's Jeffries Point,1830,940,1840,13,491,,Active,,,http://www.redfin.com/MA/Boston/376-Sumner-St-02128/home/9115872,MLS PIN,72450096,N,Y,42.3666674,-71.0343358
MLS Listing,,Single Family Residential,8 Cook St,Boston,MA,02129,749000,3,2.0,Charlestown,1270,1142,1920,13,590,,Active,,,http://www.redfin.com/MA/Charlestown/8-Cook-St-02129/home/9056027,MLS PIN,72450080,N,Y,42.3802612,-71.0643435
MLS Listing,,Condo/Co-op,678 Massachusetts Ave #4,Boston,MA,02118,1595000,4,2.5,South End,1844,,1910,13,865,493,Active,,,http://www.redfin.com/MA/Boston/678-Massachusetts-Ave-02118/unit-4/home/65633508,MLS PIN,72450077,N,Y,42.3357253,-71.0756216
MLS Listing,,Condo/Co-op,38 P St #4,Boston,MA,02127,779000,1,1.0,South Boston's City Point,890,,2019,13,875,325,Active,,,http://www.redfin.com/MA/Boston/38-P-St-02127/unit-4/home/160396645,MLS PIN,72450069,N,Y,42.3369828,-71.0271004
MLS Listing,,Condo/Co-op,64 Queensberry St #312,Boston,MA,02215,459000,1,1.0,The Fenway,360,,1920,13,1275,228,Active,,,http://www.redfin.com/MA/Boston/64-Queensberry-St-02215/unit-312/home/9241513,MLS PIN,72450050,N,Y,42.342194,-71.0982057
MLS Listing,,Condo/Co-op,11 Clay St #3,Cambridge,MA,02140,775000,2,1.0,North Cambridge,1272,,1929,13,609,211,Active,,,http://www.redfin.com/MA/Cambridge/11-Clay-St-02140/unit-3/home/160396222,MLS PIN,72450028,N,Y,42.3939317,-71.1339201
MLS Listing,,Townhouse,20 Woodmere Dr #10,Milton,MA,02186,1099000,3,3.5,Milton,3295,,2016,13,334,524,Active,February-23-2019 12:00 PM,February-23-2019 02:00 PM,http://www.redfin.com/MA/Milton/20-Woodmere-Dr-02186/unit-10/home/113058322,MLS PIN,72450022,N,Y,42.2429409,-71.1179195
MLS Listing,,Condo/Co-op,19 Mercer St #1,Boston,MA,02127,464600,2,1.0,Boston,640,640,1910,13,726,200,Active,,,http://www.redfin.com/MA/Boston/19-Mercer-St-02127/unit-1/home/160396197,MLS PIN,72450017,N,Y,42.3331734,-71.0491538
MLS Listing,,Condo/Co-op,300 Pier 4 Blvd Unit 3N,Boston,MA,02210,2123750,2,2.0,Seaport District,1250,,2019,13,1699,1750,Active,,,http://www.redfin.com/MA/Boston/300-Four-Blvd-02210/unit-3N/home/160396054,MLS PIN,72449996,N,Y,42.3521689,-71.0431394
MLS Listing,,Condo/Co-op,111 Beach Unit 5E,Boston,MA,02111,1595000,2,2.0,Leather District,1910,1910,1899,13,835,843,Active,February-19-2019 05:00 PM,February-19-2019 07:00 PM,http://www.redfin.com/MA/Boston/111-Beach-St-02111/unit-5E/home/137357935,MLS PIN,72449992,N,Y,42.3504965,-71.0580201
MLS Listing,,Single Family Residential,23 Brush Hill Ter,Boston,MA,02136,599000,3,2.0,Fairmount Hill,1400,7255,1950,13,428,,Active,,,http://www.redfin.com/MA/Hyde-Park/23-Brush-Hill-Ter-02136/home/9130681,MLS PIN,72449961,N,Y,42.2449568,-71.1158975
MLS Listing,,Condo/Co-op,45 Temple St Unit A,Boston,MA,02126,525000,3,2.5,Mattapan,1469,,2005,13,357,,Active,,,http://www.redfin.com/MA/Boston/45-Temple-St-02126/unit-A/home/21719441,MLS PIN,72449901,N,Y,42.2735161,-71.0724101
MLS Listing,,Condo/Co-op,147 Readville St #3,Boston,MA,02136,254900,1,1.0,Hyde Park's Readville,621,435,1920,13,410,175,Active,,,http://www.redfin.com/MA/Boston/147-Readville-St-02136/unit-3/home/21670544,MLS PIN,72449844,N,Y,42.2394088,-71.1364618
MLS Listing,,Condo/Co-op,51 Charles St #3,Boston,MA,02122,475000,4,1.5,Dorchester,1681,,1920,14,283,,Active,,,http://www.redfin.com/MA/Dorchester/51-Charles-St-02122/unit-3/home/160393890,MLS PIN,72449808,N,Y,42.3001295,-71.0641462
MLS Listing,,Condo/Co-op,51 Charles St #2,Boston,MA,02122,475000,4,1.5,Dorchester,1681,,1920,14,283,,Active,,,http://www.redfin.com/MA/Dorchester/51-Charles-St-02122/unit-2/home/160393889,MLS PIN,72449807,N,Y,42.3001295,-71.0641462
MLS Listing,,Condo/Co-op,51 Charles St #1,Boston,MA,02122,475000,4,1.5,Dorchester,1681,,1920,14,283,,Active,,,http://www.redfin.com/MA/Dorchester/51-Charles-St-02122/unit-1/home/160393888,MLS PIN,72449806,N,Y,42.3001295,-71.0641462
MLS Listing,,Single Family Residential,21 Cookson Ter,Boston,MA,02126,649000,3,2.5,Mattapan,1920,3468,2018,14,338,,Active,,,http://www.redfin.com/MA/Mattapan/21-Cookson-Ter-02126/home/9157506,MLS PIN,72449767,N,Y,42.2721076,-71.091015
MLS Listing,,Condo/Co-op,2 Avery St Unit 30B,Boston,MA,02111,1495000,2,2.0,Midtown,1032,1032,1999,14,1449,1566,Active,,,http://www.redfin.com/MA/Boston/2-Avery-St-02111/unit-30B/home/9313080,MLS PIN,72449747,N,Y,42.3528703,-71.0629976
MLS Listing,,Single Family Residential,35 Donnybrook Rd,Boston,MA,02135,899999,4,2.5,Brighton,1896,5500,1920,14,475,,Active,,,http://www.redfin.com/MA/Brighton/35-Donnybrook-Rd-02135/home/9032145,MLS PIN,72449733,N,Y,42.3545997,-71.1601924
MLS Listing,,Multi-Family (5+ Unit),25-27 Pinckney St,Boston,MA,02114,2700000,7,7.0,Beacon Hill,4060,2241,1899,14,665,,Active,,,http://www.redfin.com/MA/Boston/25-Pinckney-St-02114/home/9257978,MLS PIN,72449731,N,Y,42.3589239,-71.0660845
MLS Listing,,Condo/Co-op,558 Columbus Ave Unit 3R,Boston,MA,02118,535000,1,1.0,South End,385,385,1890,14,1390,179,Active,,,http://www.redfin.com/MA/Boston/558-Columbus-Ave-02118/unit-3R/home/77508925,MLS PIN,72449688,N,Y,42.3410657,-71.0807551
MLS Listing,,Condo/Co-op,42 Deckard #3,Boston,MA,02121,409000,3,1.0,Roxbury,1388,5113,1890,14,295,395,Active,,,http://www.redfin.com/MA/Boston/42-Deckard-St-02121/unit-3/home/145265571,MLS PIN,72449685,N,Y,42.315802,-71.085701
MLS Listing,,Condo/Co-op,225 Dorchester St #10,Boston,MA,02127,1100000,2,2.5,South Boston,1875,,2016,14,587,445,Active,,,http://www.redfin.com/MA/Boston/225-Dorchester-St-02127/unit-10/home/104414721,MLS PIN,72449668,N,Y,42.3333731,-71.050482
MLS Listing,,Single Family Residential,5 Dodge Rd,Boston,MA,02136,499000,3,1.5,Hyde Park,1781,9090,1955,14,280,,Active,,,http://www.redfin.com/MA/Hyde-Park/5-Dodge-Rd-02136/home/9137078,MLS PIN,72449650,N,Y,42.2517194,-71.1426932
MLS Listing,,Multi-Family (2-4 Unit),39-41 Magazine St,Boston,MA,02119,999000,6,4.0,Roxbury,3822,5045,2007,14,261,,Active,,,http://www.redfin.com/MA/Boston/39-Magazine-St-02119/home/21719647,MLS PIN,72449626,N,Y,42.3259461,-71.0724854
MLS Listing,,Condo/Co-op,3 Avery St #406,Boston,MA,02111,799000,1,2.0,Theatre District,1286,1286,2004,14,621,2190,Active,,,http://www.redfin.com/MA/Boston/3-Avery-St-02111/unit-406/home/11838507,MLS PIN,72449609,N,Y,42.353596,-71.0628695
MLS Listing,,Condo/Co-op,150 W broadway #312,Boston,MA,02127,1399999,3,2.0,South Boston,1530,,2018,14,915,385,Active,,,http://www.redfin.com/MA/Boston/150-W-Broadway-02127/unit-312/home/160391865,MLS PIN,72449594,N,Y,42.3407806,-71.053375
MLS Listing,,Parking,35 Fay,Boston,MA,02118,125000,,,South End,,,,14,,72,Active,,,http://www.redfin.com/MA/Boston/35-Fay-St-02118/home/54263982,MLS PIN,72449582,N,Y,42.3431659,-71.0651908
MLS Listing,,Single Family Residential,50 G St,Boston,MA,02127,1350000,4,3.5,South Boston,2236,1620,1890,14,604,,Active,,,http://www.redfin.com/MA/Boston/50-G-St-02127/home/9189115,MLS PIN,72449559,N,Y,42.3343803,-71.044008
MLS Listing,,Condo/Co-op,345 Harvard St Unit 4CD,Cambridge,MA,02138,1399000,3,2.0,Cambridge,1712,,1964,14,817,1022,Active,,,http://www.redfin.com/MA/Cambridge/345-Harvard-St-02138/unit-4CD/home/21745414,MLS PIN,72449543,N,Y,42.3711947,-71.1098975
MLS Listing,,Single Family Residential,7 Ethel St,Boston,MA,02131,499000,3,1.0,Roslindale,988,7610,1950,14,505,,Active,,,http://www.redfin.com/MA/Roslindale/7-Ethel-St-02131/home/9177776,MLS PIN,72449494,N,Y,42.2784979,-71.1313206
MLS Listing,,Single Family Residential,173 Harding Ter,Dedham,MA,02026,699000,4,3.0,Dedham,2150,9840,2005,14,325,,Active,,,http://www.redfin.com/MA/Dedham/173-Harding-Ter-02026/home/8880333,MLS PIN,72449481,N,Y,42.2485694,-71.1462673
MLS Listing,,Single Family Residential,4 Marshall Pl,Boston,MA,02129,749000,2,2.5,Charlestown,957,660,1870,14,783,,Active,,,http://www.redfin.com/MA/Charlestown/4-Marshall-Pl-02129/home/9054981,MLS PIN,72449477,N,Y,42.383222,-71.068947
MLS Listing,,Single Family Residential,80 Mora St,Boston,MA,02124,399000,2,1.0,Dorchester,836,5013,1950,14,477,,Active,,,http://www.redfin.com/MA/Boston/80-Mora-St-02124/home/11834932,MLS PIN,72449464,N,Y,42.2816702,-71.0750448
MLS Listing,,Condo/Co-op,3 Avery St #607,Boston,MA,02111,699000,1,2.0,Midtown,1067,,2001,14,655,1902,Active,,,http://www.redfin.com/MA/Boston/3-Avery-St-02111/unit-607/home/11838611,MLS PIN,72449380,N,Y,42.353596,-71.0628695
MLS Listing,,Single Family Residential,1 Ellery Pl,Cambridge,MA,02138,1298000,3,2.0,Mid Cambridge,1296,1660,1984,14,1002,130,Active,February-23-2019 12:00 PM,February-23-2019 01:30 PM,http://www.redfin.com/MA/Cambridge/1-Ellery-Pl-02138/home/11571329,MLS PIN,72449379,N,Y,42.3717929,-71.110943
MLS Listing,,Condo/Co-op,110 Broad St #403,Boston,MA,02110,1800000,1,2.0,Waterfront,1295,1295,2018,14,1390,905,Active,February-24-2019 12:00 PM,February-24-2019 01:00 PM,http://www.redfin.com/MA/Boston/110-Broad-St-02110/unit-403/home/104328476,MLS PIN,72449365,N,Y,42.3573892,-71.0520518
MLS Listing,,Condo/Co-op,110 Broad St #402,Boston,MA,02110,2100000,2,2.5,Waterfront,1517,1517,2018,14,1384,1053,Active,February-24-2019 12:00 PM,February-24-2019 01:00 PM,http://www.redfin.com/MA/Boston/110-Broad-St-02110/unit-402/home/104328475,MLS PIN,72449364,N,Y,42.3573892,-71.0520518
MLS Listing,,Multi-Family (2-4 Unit),28-30 Arlington St,Boston,MA,02135,929000,6,3.0,Brighton,2722,3910,1900,14,341,,Active,,,http://www.redfin.com/MA/Boston/28-Arlington-St-02135/home/9025071,MLS PIN,72449345,N,Y,42.3518614,-71.1533494
MLS Listing,,Condo/Co-op,112 Fulton St Unit 4B,Boston,MA,02109,975000,2,1.5,Waterfront,1109,,1900,14,879,495,Active,,,http://www.redfin.com/MA/Boston/112-Fulton-St-02109/unit-4B/home/28956548,MLS PIN,72449335,N,Y,42.3630078,-71.0526786
MLS Listing,,Multi-Family (2-4 Unit),254 W 3rd St,Boston,MA,02127,1599000,5,4.0,South Boston,3000,1250,1900,14,533,,Active,,,http://www.redfin.com/MA/Boston/254-W-3rd-St-02127/home/9199296,MLS PIN,72449312,N,Y,42.3381762,-71.0474785
MLS Listing,,Condo/Co-op,28 Atlantic Ave #415,Boston,MA,02110,1799000,2,2.0,Waterfront,1650,,1850,15,1090,1100,Active,,,http://www.redfin.com/MA/Boston/28-Atlantic-Ave-02110/unit-415/home/147822100,MLS PIN,72449279,N,Y,42.363346,-71.050599
MLS Listing,,Condo/Co-op,43 St Botolph #104,Boston,MA,02116,1399000,3,2.0,Back Bay,1186,,1899,15,1180,459,Active,,,http://www.redfin.com/MA/Boston/43-Saint-Botolph-St-02116/unit-104/home/160389389,MLS PIN,72449262,N,Y,42.3463559,-71.0792294
MLS Listing,,Condo/Co-op,585 E 7th St #2,Boston,MA,02127,908000,2,2.0,South Boston's City Point,1474,,2015,15,616,225,Active,,,http://www.redfin.com/MA/Boston/585-E-7th-St-02127/unit-2/home/113228746,MLS PIN,72449236,N,Y,42.3321416,-71.036663
MLS Listing,,Multi-Family (5+ Unit),67 Hancock St,Boston,MA,02114,3975000,0,7.5,Beacon Hill,4200,1842,1840,15,946,,Active,,,http://www.redfin.com/MA/Boston/67-Hancock-St-02114/home/9259618,MLS PIN,72449228,N,Y,42.3589406,-71.0645524
